REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2017-04-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,32125.0,B,,,0
2017-05-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,32285.0,B,,,0
2017-06-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,29040.0,B,,,0
2017-07-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,32345.0,B,,,0
2017-08-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,34670.0,B,,,0
2017-09-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,31360.0,B,,,0
2017-10-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,31270.0,B,,,0
2017-11-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,29595.0,B,,,0
2017-12-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,26355.0,C,,,0
2018-01-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,27290.0,B,,,0
2018-02-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,32165.0,B,,,0
2018-03-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,32780.0,B,,,0
2018-04-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,44900.0,B,,,0
2018-05-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,43105.0,B,,,0
2018-06-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,39550.0,B,,,0
2018-07-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,39335.0,B,,,0
2018-08-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,37060.0,B,,,0
2018-09-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,47045.0,E,,,0
2018-10-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,43845.0,C,,,0
2018-11-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,39370.0,B,,,0
2018-12-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,29355.0,B,,,0
2019-01-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,34045.0,B,,,0
2019-02-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,28790.0,B,,,0
2019-03-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,35730.0,B,,,0
2019-04-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,42170.0,B,,,0
2019-05-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,43135.0,B,,,0
2019-06-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,42935.0,B,,,0
2019-07-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,40865.0,B,,,0
2019-08-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,40835.0,B,,,0
2019-09-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,40835.0,B,,,0
2019-10-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,41455.0,B,,,0
2019-11-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,31285.0,B,,,0
2019-12-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,25520.0,B,,,0
2020-01-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,34590.0,B,,,0
2020-02-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,34305.0,B,,,0
2020-03-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,36055.0,B,,,0
2020-10-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,46985.0,B,,,0
2020-11-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,42100.0,B,,,0
2020-12-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,29570.0,B,,,0
2021-01-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,40500.0,B,,,0
2021-02-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,39315.0,B,,,0
2021-03-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,59220.0,C,,,0
2021-04-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,62745.0,B,,,0
2021-05-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,58615.0,B,,,0
2021-06-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,67320.0,B,,,0
2021-07-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,69590.0,B,,,0
2021-08-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,73850.0,B,,,0
2021-09-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,81720.0,B,,,0
2021-10-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,76535.0,B,,,0
2021-11-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,70760.0,B,,,0
2021-12-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,59300.0,B,,,0
2022-01-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,70325.0,B,,,0
2022-02-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,65620.0,B,,,0
2022-03-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,77870.0,B,,,0
2022-04-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,94530.0,A,,,0
2022-05-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,87500.0,B,,,0
2022-06-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,87560.0,B,,,0
2022-07-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,84885.0,B,,,0
2022-08-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,86085.0,B,,,0
2022-09-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,93350.0,B,,,0
2022-10-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,70255.0,B,,,0
2022-11-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,77145.0,B,,,0
2022-12-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,61160.0,B,,,0
2023-01-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,62690.0,B,,,0
2023-02-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,59250.0,B,,,0
2023-03-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,69500.0,B,,,0
2023-04-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,65210.0,B,,,0
2023-05-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,74760.0,B,,,0
2023-06-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,65010.0,B,,,0
2023-07-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,65095.0,B,,,0
2023-08-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,70575.0,B,,,0
2023-09-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,60320.0,B,,,0
2023-10-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,58310.0,B,,,0
2023-11-01,Canada,2016A000011124,Construction [23],Job vacancies,Number,223,units,0,v1212389415,1.5.1,57035.0,B,,,0
2015-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,888055.0,A,,,0
2015-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,909660.0,A,,,0
2015-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,997955.0,A,,,0
2015-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1031855.0,A,,,0
2015-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1028595.0,A,,,0
2015-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1053110.0,A,,,0
2015-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1056635.0,A,,,0
2015-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1043915.0,A,,,0
2015-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1012325.0,A,,,0
2016-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,961680.0,A,,,0
2016-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,867360.0,A,,,0
2016-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,870635.0,A,,,0
2016-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,877690.0,A,,,0
2016-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,916810.0,A,,,0
2016-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,975035.0,A,,,0
2016-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1018975.0,A,,,0
2016-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1025605.0,A,,,0
2016-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1033385.0,A,,,0
2016-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1048240.0,A,,,0
2016-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1027445.0,A,,,0
2016-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1012065.0,A,,,0
2017-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,981455.0,A,,,0
2017-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,873880.0,A,,,0
2017-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,894405.0,A,,,0
2017-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,901590.0,A,,,0
2017-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,925760.0,A,,,0
2017-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,996295.0,A,,,0
2017-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1051305.0,A,,,0
2017-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1057630.0,A,,,0
2017-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1075635.0,A,,,0
2017-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1083420.0,A,,,0
2017-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1065755.0,A,,,0
2017-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1050635.0,A,,,0
2018-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1003570.0,A,,,0
2018-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,893980.0,A,,,0
2018-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,919920.0,A,,,0
2018-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,935955.0,A,,,0
2018-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,950195.0,A,,,0
2018-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1025660.0,A,,,0
2018-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1074650.0,A,,,0
2018-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1079965.0,A,,,0
2018-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1090145.0,A,,,0
2018-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1104345.0,A,,,0
2018-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1097160.0,A,,,0
2018-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1085975.0,A,,,0
2019-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1030085.0,A,,,0
2019-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,935570.0,A,,,0
2019-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,945275.0,A,,,0
2019-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,955690.0,A,,,0
2019-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,974815.0,A,,,0
2019-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1045135.0,A,,,0
2019-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1093255.0,A,,,0
2019-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1097625.0,A,,,0
2019-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1109975.0,A,,,0
2019-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1122030.0,A,,,0
2019-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1108875.0,A,,,0
2019-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1086260.0,A,,,0
2020-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1042445.0,A,,,0
2020-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,946270.0,A,,,0
2020-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,962695.0,A,,,0
2020-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1067285.0,A,,,0
2020-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1070555.0,A,,,0
2020-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1048315.0,A,,,0
2021-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1009120.0,A,,,0
2021-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,938565.0,A,,,0
2021-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,945015.0,A,,,0
2021-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,970530.0,A,,,0
2021-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1014835.0,A,,,0
2021-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1064710.0,A,,,0
2021-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1107640.0,A,,,0
2021-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1104265.0,A,,,0
2021-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1127405.0,A,,,0
2021-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1143890.0,A,,,0
2021-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1138380.0,A,,,0
2021-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1120315.0,A,,,0
2022-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1082700.0,A,,,0
2022-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1005475.0,A,,,0
2022-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1031530.0,A,,,0
2022-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1045025.0,A,,,0
2022-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1078390.0,A,,,0
2022-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1129570.0,A,,,0
2022-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1178955.0,A,,,0
2022-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1190080.0,A,,,0
2022-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1181930.0,A,,,0
2022-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1208770.0,A,,,0
2022-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1194845.0,A,,,0
2022-12-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1181665.0,A,,,0
2023-01-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1148105.0,A,,,0
2023-02-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1048430.0,A,,,0
2023-03-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1075540.0,A,,,0
2023-04-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1080560.0,A,,,0
2023-05-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1109580.0,A,,,0
2023-06-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1178710.0,A,,,0
2023-07-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1225865.0,A,,,0
2023-08-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1231400.0,A,,,0
2023-09-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1227350.0,A,,,0
2023-10-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1238230.0,A,,,0
2023-11-01,Canada,2016A000011124,Construction [23],Payroll employees,Number,223,units,0,v1212389414,1.5.3,1219795.0,A,,,0
2015-04-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.6,B,,,1
2015-05-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.6,B,,,1
2015-06-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.6,B,,,1
2015-07-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.4,B,,,1
2015-08-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.7,B,,,1
2015-09-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.6,B,,,1
2015-10-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.4,B,,,1
2015-11-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.0,C,,,1
2015-12-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,1.8,C,,,1
2016-01-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.3,E,,,1
2016-02-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,1.9,C,,,1
2016-03-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.6,C,,,1
2016-04-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.7,B,,,1
2016-05-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.4,E,,,1
2016-06-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.2,B,,,1
2016-07-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.4,C,,,1
2016-08-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.0,E,,,1
2016-09-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.4,B,,,1
2016-10-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.2,B,,,1
2016-11-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.6,E,,,1
2016-12-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,1.6,C,,,1
2017-01-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.1,C,,,1
2017-02-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.2,C,,,1
2017-03-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,,F,,,1
2017-04-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.4,B,,,1
2017-05-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.4,B,,,1
2017-06-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.8,B,,,1
2017-07-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.0,B,,,1
2017-08-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.2,B,,,1
2017-09-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.8,B,,,1
2017-10-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.8,B,,,1
2017-11-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.7,B,,,1
2017-12-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.4,C,,,1
2018-01-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.6,B,,,1
2018-02-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.5,B,,,1
2018-03-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.4,B,,,1
2018-04-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,4.6,B,,,1
2018-05-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,4.3,B,,,1
2018-06-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.7,B,,,1
2018-07-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.5,B,,,1
2018-08-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.3,B,,,1
2018-09-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,4.1,E,,,1
2018-10-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.8,B,,,1
2018-11-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,3.5,B,,,1
2018-12-01,Canada,2016A000011124,Construction [23],Job vacancy rate,Percentage,242,units,0,v1212389416,1.5.4,2.6,B,,,1
